年份,地区,地区生产总值(万元),第一产业增加值(万元),第二产业增加值(万元),第三产业增加值(万元),第一产业增加值占GDP比重(%),第二产业增加值占GDP比重(%),第三产业增加值占GDP比重(%),人均地区生产总值(元),户籍人口(万人),非农业人口数(万人),年平均人口(万人),自然增长率(‰),第一产业从业人员数(万人),第二产业从业人员数(万人),第三产业从业人员数(万人),教育业从业人员数(万人),在岗职工平均人数(万人),在岗职工工资总额(万元),职工平均工资(元),地区生产总值增长率(%),规模以上工业企业数(个),规模以上工业总产值(当年价，万元),产品销售收入(万元),利税总额(万元),流动资产合计(万元),固定资产投资总额(万元),当年实际使用外资金额(万美元),地方财政一般预算内收入(万元),地方财政一般预算内支出(万元),科学支出(万元),教育支出(万元),年末金融机构各项贷款余额(万元),年末金融机构存款余额(万元),城乡居民储蓄年末余额(万元),普通高等学校在校学生数(人),专利授权数(件),发明专利授权数(件),货运总量(万吨),人口密度(人／平方公里)
2001,杭州,15680138.0,1114857.812,7935717.842,6629562.346,7.11,50.61,42.28,25074.0,629.14,237.77,625.4,2.9,0.88,33.32,49.29,10.04,81.0,1481660.0,18319.24,12.5,3580.0,19195133.0,18282784.0,2085375.0,49682100.0,4617873.0,50324.0,1042800.0,1049300.0,6677.0,202379.2,36869000.0,44395300.0,9418400.0,162219.0,42227.0,9872.0,15841.0,379.0
2000,杭州,13825616.0,1036921.2,7092541.008,5696153.792,7.5,51.3,41.2,22928.2,621.58,226.99,620.54,3.57,0.8,37.83,49.76,10.04,89.0,1267524.0,14313.0,12.0,2715.0,15435682.0,14654929.0,1616130.0,49682100.0,3766473.0,43093.0,691900.0,734300.0,6677.0,180834.8,36869000.0,44395300.0,7885600.0,112777.0,42227.0,9872.0,11459.0,375.0
1999,杭州,12252795.0,980223.6,6310189.425,4974634.77,8.0,51.5,40.6,20782.4,616.05,219.05,615.68,3.62,1.18,43.34,53.54,10.04,97.0,1180947.0,12187.0,10.18,2474.0,12000796.0,11328007.0,1278946.0,49682100.0,2385168.0,42025.0,449600.0,563500.0,6677.0,159290.4,36869000.0,44395300.0,7885600.0,89109.0,42227.0,9872.0,11684.0,371.0
1998,杭州,11348899.0,964656.415,5878729.682,4505512.903,8.5,51.8,39.7,18636.6,611.64,210.52,610.8199999999999,6.25,1.38,48.55,56.54,10.04,105.0,1112717.0,10555.0,12.1,2474.0,12000796.0,10360891.0,1013635.0,49682100.0,3636607.0,38425.0,373058.70162815205,494195.7136132313,6677.0,137746.0,36869000.0,44395300.0,7885600.0,76546.0,42227.0,9872.0,11331.0,369.0
1997,杭州,10363299.0,914042.972,5414823.728,4034432.301,8.82,52.25,38.93,16490.8,607.96,204.39,605.9599999999999,3.92,133.08,156.59,130.14,10.04,117.0,1073862.0,9178.0,15.41,2474.0,12000796.0,8509236.0,847643.0,49682100.0,3033904.0,41187.0,364216.72008242854,427340.6870382603,6677.0,116201.59999999999,36869000.0,44395300.0,7885600.0,64124.0,42227.0,9872.0,1674.0,366.0
1996,杭州,9066133.0,843150.369,4777852.091,3454196.673,9.3,52.7,38.1,14345.0,603.22,196.68,601.0999999999999,4.71,134.08,156.36,129.88,10.04,117.0,973592.0,7966.0,10.9,2474.0,12000796.0,8075197.0,692163.0,49682100.0,1245584.0,53651.0,392529.25725479063,362972.6613322694,6677.0,94657.19999999998,36869000.0,44395300.0,7885600.0,66023.0,42227.0,9872.0,1551.0,363.0
1995,杭州,7620055.0,693425.005,4099589.59,2827040.405,9.1,53.8,37.1,12199.199999999999,597.96,191.43,596.24,4.43,138.6,158.46,125.5,10.04,117.0,890488.0,7156.0,2.4,2474.0,12000796.0,7728451.0,650483.0,49682100.0,1038295.0,42659.0,427451.51503719913,301129.37755244074,6677.0,73112.79999999999,36869000.0,44395300.0,7885600.0,58570.0,42227.0,9872.0,8556.0,360.0
1994,杭州,5855239.0,575131.0,3143430.0,2136678.0,9.823,53.686,36.492,10053.399999999998,592.93,186.5,591.38,4.8,143.21,156.69,121.31,10.04,117.0,772236.0,6117.69,2.4,2474.0,12000796.0,6159228.0,635044.0,49682100.0,790201.0,41098.0,438438.6953216153,241848.57675595686,6677.0,51568.399999999994,36869000.0,44395300.0,7885600.0,59109.0,42227.0,9872.0,8962.0,356.0
1993,杭州,3947700.0,478959.6580571423,2350633.283200641,1532464.7270805154,11.732149964845739,53.87389107425061,34.635856032825245,7907.5999999999985,587.1,179.11,586.52,4.8,148.81016374030293,150.00143308380783,113.70639695556187,10.04,117.0,625332.2703510042,6117.69,2.4,2474.0,12000796.0,5117004.333333333,531779.3333333334,49682100.0,585281.0,29631.29058791211,394946.0,185168.0,6677.0,30024.0,36869000.0,44395300.0,7885600.0,47746.0,42227.0,9872.0,9082.0,354.0
1992,杭州,2678500.0,398955.7019943851,1680244.845292567,1034520.7276250296,14.026882184774658,54.11058233234588,31.974933242940637,5761.799999999999,582.4,174.03,581.66,4.6,155.2928568976542,140.88408806399886,101.53092976874268,10.04,117.0,460736.84508267045,6117.69,2.4,2474.0,12000796.0,4074780.666666667,428514.6666666666,49682100.0,339906.0,13960.238640727983,286394.0,132841.0,6677.0,23527.0,36869000.0,44395300.0,7885600.0,43659.0,42227.0,9872.0,1948.0,351.0
1991,杭州,2085600.0,334000.0,1131100.0,620500.0,16.015,54.234,29.752,3616.0,578.73,171.25,576.8,5.65,161.1,133.8,87.39,10.04,117.0,313906.0,6117.69,2.4,2474.0,12000796.0,3032557.0,325250.0,49682100.0,230821.0,2129.0,267597.0,123134.0,6677.0,23527.0,36869000.0,44395300.0,7885600.0,39572.0,42227.0,9872.0,1814.0,349.0
1990,杭州,1780300.0,309400.0,961700.0,509200.0,17.379,54.019,28.602,3108.0,574.78,169.0,572.9,7.3,163.03,132.53,71.05,10.04,117.0,277910.0,6117.69,2.4,2474.0,12000796.0,2448765.0,318011.0,49682100.0,208680.0,751.0,252503.0,118167.0,6677.0,23527.0,36869000.0,44395300.0,7885600.0,42458.0,42227.0,9872.0,1767.0,346.0
2022,宁波,157040000.0,3816072.0,74138584.0,79085344.0,2.43,47.21,50.36,163911.0,621.0,198.49,606.0,2.13,0.064,83.932,74.15,11.994,155.0,20843908.0,127011.0,3.5,10342.0,145002400.0,82622328.0,2419135.0,154747887.0,49613931.0,236341.0,16802309.0,21878133.0,1509955.0,2987893.0,323772756.0,302037454.0,74754684.0,155144.0,76127.0,9611.0,40406.0,598.0
2021,宁波,145950000.0,3561180.0,69968430.0,72420390.0,2.44,47.94,49.62,153922.0,618.0,198.49,606.0,2.13,0.064,83.932,74.15,11.994,156.0,19787384.0,127011.0,8.2,9831.0,145002400.0,82622328.0,2419135.0,141286469.0,49613931.0,236341.0,17231388.0,19444158.0,1312319.0,2844358.0,285131589.0,261876551.0,74754684.0,155144.0,72390.0,7819.0,40406.0,598.0
2020,宁波,124090000.0,3387657.0,56944901.0,63757442.0,2.73,45.89,51.38,132614.0,613.0,198.49,606.0,2.13,0.064,83.932,74.15,11.994,161.0,17966870.0,111286.0,3.3,8571.0,145002400.0,82622328.0,2419135.0,121549914.0,49613931.0,236341.0,15108432.0,17420878.0,1125943.0,2695754.0,250519770.0,231666786.0,74754684.0,155144.0,60520.0,5331.0,40406.0,598.0
2019,宁波,119850000.0,3223965.0,57827625.0,58798410.0,2.69,48.25,49.06,143157.0,608.0,198.49,606.0,2.13,0.064,83.932,74.15,11.994,134.0,14895493.0,110878.0,6.8,8242.0,145002400.0,82622328.0,2419135.0,103647357.0,49613931.0,236341.0,14685072.0,17678895.0,1241564.0,2514461.0,217742284.0,202908596.0,74754684.0,155144.0,47220.0,5075.0,40406.0,598.0
2018,宁波,107454632.0,3062457.012,55070498.9,49321676.09,2.85,51.25,45.9,132603.0,603.0,198.49,600.0,1.82,0.031,87.296,63.498,9.199,130.0,13256496.0,102325.0,7.0,7602.0,145002400.0,82622328.0,2419135.0,94912652.0,49613931.0,432017.0,13796865.0,15941000.0,782647.0,2235538.0,193411109.0,185325127.0,65612648.0,155144.0,44777.0,5302.0,40406.0,598.0
2017,宁波,98420600.0,3032407.849429229,49794609.12510279,43527762.759840354,3.1961018062397373,51.39891894484412,45.29854489641112,123955.0,597.0,198.49,594.0,3.03,0.037,98.412,62.833,9.168,135.0,12344162.0,91705.0,7.05,7500.0,145002400.0,82622328.0,2419135.0,88159049.0,49613931.0,402995.0,12452880.0,14106049.0,587880.0,2146045.0,171252864.0,173925325.0,59026776.0,155144.0,36993.0,5382.0,40406.0,598.0
2016,宁波,86864911.0,3022898.903,44553012.85,39288999.25,3.48,51.29,45.23,110656.0,591.0,198.49,589.0,2.83,0.039,92.503,59.321,9.093,129.0,11401300.0,83656.0,7.1,7286.0,145002400.0,82622328.0,2419135.0,78513525.0,49613931.0,451333.0,11145409.0,12892601.0,566227.0,1983694.0,158067586.0,161960114.0,56894416.0,155144.0,36993.0,5382.0,40406.0,598.0
2015,宁波,80036103.0,2849285.267,40978484.74,36208333.0,3.56,51.2,45.24,102374.0,586.57,198.49,585.2,1.85,0.045,104.584,62.204,8.964,143.0,10734918.0,74989.0,8.0,7509.0,138694578.0,82622328.0,2419135.0,72467212.0,45065771.0,423375.0,10064065.0,12526362.0,473092.0,1906754.0,149669245.0,154002364.0,53028406.0,155767.0,36993.0,5382.0,40406.0,598.0
2014,宁波,76102816.0,2754921.939,39801772.77,33538511.01,3.62,52.3,44.07,98362.0,583.8,198.49,582.0,3.6,0.05,110.575,61.081,8.96,146.0,10263768.0,70227.63,7.6,7383.0,140280501.0,82622328.0,2419135.0,70776014.0,39894626.0,402514.0,8606109.0,10008563.0,428212.0,1596238.0,136106069.0,133074057.0,47803126.0,150854.0,36993.0,5382.0,40406.0,595.0
2013,宁波,71288672.0,2766000.474,37419423.93,31110376.46,3.88,52.49,43.64,122912.0,580.2,198.49,578.9,2.2,0.06,112.05,59.24,8.91,144.0,9124123.0,63151.46,8.31,7167.0,130100892.0,82622328.0,2419135.0,68701412.0,34229529.0,327483.0,7928080.0,9398939.0,375758.0,1484777.0,124932759.0,127405215.0,45623634.0,148954.0,36993.0,5382.0,36145.0,591.0
2012,宁波,65822064.0,2685540.211,35168728.8,27967794.99,4.08,53.43,42.49,86228.0,577.7,198.49,577.1,2.1,0.06,117.02,57.62,8.45,149.0,8378694.0,56255.5,7.8,6804.0,121550760.0,82622328.0,2419135.0,63776216.0,29014258.0,285252.0,7255003.0,8284437.0,324076.0,1417046.0,113003187.0,116023188.0,41759634.0,145358.0,36993.0,5382.0,33286.0,589.0
2011,宁波,60592409.0,2550940.419,33495483.7,24545984.89,4.21,55.28,40.51,79524.0,576.4,198.49,575.2,2.0,0.12,118.26,53.42,7.83,150.0,7485848.0,49756.38,10.0,6616.0,120447699.0,82622328.0,2419135.0,59744501.0,23855072.0,280929.0,6575531.0,7507233.0,281531.0,1176706.0,106768424.0,106592654.0,36962819.0,144424.0,36993.0,5382.0,32020.0,587.0
2010,宁波,51630017.0,2189112.721,28706289.45,20729451.83,4.24,55.6,40.15,69368.0,574.08,198.49,572.6,2.34,0.13,92.07,47.99,7.42,129.0,5611912.0,43476.23,12.5,12491.0,106187425.0,82622328.0,2419135.0,54551296.0,21932830.0,232336.0,5309278.0,6007447.0,221455.0,892738.0,94141982.0,97555158.0,33121737.0,140818.0,36993.0,5382.0,31377.0,585.0
2009,宁波,43293025.0,1835624.26,23620674.44,17836726.3,4.24,54.56,41.2,60720.0,571.02,198.49,569.6,1.9,0.14,87.69,44.44,7.2,120.0,4696906.0,39137.62,6.7,12059.0,82728470.0,82622328.0,2419135.0,43997516.0,20042179.0,220541.0,4328003.0,5060788.0,169678.0,771087.0,77159070.0,82414306.0,29017634.0,135098.0,36993.0,5382.0,29028.0,582.0
2008,宁波,39640472.0,1672827.918,21964785.54,15998894.5,4.22,55.41,40.36,69997.0,568.09,198.49,566.1625,2.17,0.14,73.57,40.92,7.07,111.0,3991251.0,35834.54,10.12,12098.0,85379053.0,82622328.0,2419135.0,43997516.0,17282413.0,253789.0,3903874.0,4394083.0,155104.0,671416.0,56704409.0,62104691.0,23651493.0,130440.0,36993.0,5382.0,25720.0,579.0
2007,宁波,34350042.0,1511401.848,18992138.22,13846501.93,4.4,55.29,40.31,66067.0,564.56,194.21,562.725,2.32,0.15,66.61,37.97,7.04,98.0,3213429.0,32924.48,14.9,11017.0,77890140.0,74562356.0,2419135.0,43997516.0,15975361.0,250518.0,3291218.0,3710400.0,152480.0,590599.0,49580571.0,53040149.0,18560788.0,126094.0,36993.0,5382.0,22931.0,575.0
2006,宁波,28744435.0,1394105.098,15835309.24,11515020.66,4.85,55.09,40.06,51460.0,560.45,188.98,559.2875,2.03,0.15,60.0,35.27,6.94,89.0,2570098.0,28949.07,13.6,9873.0,61879133.0,59305872.0,2419135.0,43997516.0,15027686.0,243018.0,2573799.0,2926969.0,11732.0,369947.0,37274957.0,45734811.0,17520388.0,121263.0,36993.0,5382.0,20305.0,598.0
2005,宁波,24493099.0,1322627.346,13414870.32,9755601.332,5.4,54.77,39.83,44156.0,556.7,182.61,555.85,2.07,0.17,47.89,32.97,6.84,76.0,2198126.0,29045.01,12.6,8788.0,48909669.0,46981648.0,2419135.0,43997516.0,13363043.0,231097.0,2123797.0,2647747.0,9576.0,312652.0,29597759.0,37919362.0,14588012.0,110548.0,36993.0,5382.0,17308.0,594.0
2004,宁波,21580377.0,1234397.564,12302972.93,8043006.508,5.72,57.01,37.27,39174.0,552.69,176.19,552.4125,2.29,0.2,38.94,32.01,6.56,65.0,1681086.0,25823.13,15.5,5927.0,35094791.0,34940795.0,2419135.0,43997516.0,10956650.0,210332.0,1517490.0,2159499.0,6340.0,261747.0,24836090.0,30917954.0,12089813.0,96425.0,36993.0,5382.0,15826.0,590.0
2003,宁波,17868542.0,1122144.438,10011744.08,6734653.48,6.28,56.03,37.69,32639.0,549.07,168.81,548.975,1.33,0.22,34.18,30.94,6.31,60.0,1418635.0,23691.3,15.6,4672.0,26302862.0,26048962.0,3220120.0,43997516.0,8375862.0,172727.0,1394162.0,1802545.0,5103.0,217807.0,21027772.0,26290346.0,10596339.0,80108.0,36993.0,5382.0,13797.0,586.0
2002,宁波,15003435.0,1057742.168,8289397.838,5657795.339,7.05,55.25,37.71,27541.0,546.19,162.43,545.5375,1.66,0.29,28.08,30.07,6.31,55.0,1155660.0,21123.38,13.2,4060.0,20001637.0,19450219.0,2670858.0,43997516.0,3934538.0,124696.0,1118400.0,1452600.0,5103.0,198596.0,21027772.0,26290346.0,8624000.0,62044.0,36993.0,5382.0,12327.0,583.0
2001,宁波,13126854.0,1002891.646,7189577.936,4934384.419,7.64,54.77,37.59,24213.0,543.35,150.86,542.1,1.7,0.51,27.16,29.79,6.31,56.0,1059989.0,19088.58,11.05,3530.0,16296574.0,15386987.0,2137249.0,43997516.0,3205235.0,87446.0,991100.0,1162800.0,5103.0,179385.0,21027772.0,26290346.0,6994600.0,43417.0,36993.0,5382.0,11182.0,580.0
2000,宁波,11757538.0,952360.578,6584221.28,4209198.604,8.1,56.0,35.8,22123.2,540.94,142.03,539.14,3.1,0.74,30.0,31.11,6.31,60.0,927748.0,15512.0,8.9,2803.0,14276977.0,13505192.0,1632597.0,43997516.0,2452652.0,62186.0,692100.0,892300.0,5103.0,160174.0,21027772.0,26290346.0,5860500.0,25918.0,36993.0,5382.0,10731.0,578.0
1999,宁波,10417362.0,927145.218,5823305.358,3666911.424,8.9,55.9,35.2,20033.4,538.41,137.12,536.1800000000001,3.78,0.95,30.01,32.62,6.31,62.0,824034.0,13259.0,7.36,2498.0,10622866.0,9853199.0,1186526.0,43997516.0,1663817.0,39956.0,547500.0,740500.0,5103.0,140963.0,21027772.0,26290346.0,5860500.0,16825.0,36993.0,5382.0,10298.0,575.0
1998,宁波,9734402.0,885830.582,5431796.316,3416775.102,9.1,55.8,35.1,17943.6,535.27,130.48,533.22,6.12,1.03,32.81,35.08,6.31,68.0,768934.0,11330.0,11.0,2498.0,10622866.0,8352444.0,880019.0,43997516.0,3098086.0,50329.0,492384.95620694675,636112.437267561,5103.0,121752.0,21027772.0,26290346.0,5860500.0,12473.0,36993.0,5382.0,11808.0,572.0
1997,宁波,8974306.0,853456.501,5112662.128,3008187.371,9.51,56.97,33.52,15853.8,533.31,123.5,530.26,4.47,133.9,181.69,96.41,6.31,77.0,744910.0,9674.0,13.68,2498.0,10622866.0,7475136.0,785988.0,43997516.0,3005719.0,55408.0,451682.0237720091,535035.7801125381,5103.0,102541.0,21027772.0,26290346.0,5860500.0,11548.0,36993.0,5382.0,10513.0,569.0
1996,宁波,7958607.0,931157.019,4504571.562,2522878.419,11.7,56.6,31.7,13764.0,530.08,119.51,527.3,5.23,134.01,189.84,89.75,6.31,77.0,660757.0,8507.0,17.4,2498.0,10622866.0,7221532.0,665659.0,43997516.0,1458906.0,50162.0,417867.43231451645,438100.21817160095,5103.0,83330.0,21027772.0,26290346.0,5860500.0,10425.0,36993.0,5382.0,10312.0,566.0
1995,宁波,6376278.0,816163.584,3717370.074,1842744.342,12.8,58.3,28.9,11674.199999999999,526.2,115.3,524.34,5.13,133.62,190.94,87.84,6.31,77.0,573191.0,7361.0,20.5,2498.0,10622866.0,6647002.0,626087.0,43997516.0,967147.0,39909.0,383417.4114537979,346135.9410814192,5103.0,64119.0,21027772.0,26290346.0,5860500.0,9764.0,36993.0,5382.0,9550.0,562.0
1994,宁波,4635058.0,637325.0,2632496.0,1365237.0,13.75,56.795,29.455,9584.399999999998,522.85,112.68,521.38,4.8,138.72,165.38,81.92,6.31,77.0,470311.0,6050.57,20.5,2498.0,10622866.0,4804567.0,356034.0,43997516.0,826417.0,35812.0,340808.1908091827,259973.13847866232,5103.0,44908.0,21027772.0,26290346.0,5860500.0,8298.0,36993.0,5382.0,8697.0,557.0
1993,宁波,3164200.0,508541.74637753627,1902793.1973443066,980471.2886023811,15.369458407772298,57.089997420131475,27.428288189409336,7494.5999999999985,519.98,109.81,518.42,5.0,141.23653279063782,152.41076298701606,73.19609354079337,6.31,77.0,370332.9053711231,6050.57,20.5,2498.0,10622866.0,3930218.3333333335,322825.0,43997516.0,505906.0,25787.347599366505,282516.0,180442.0,5103.0,25697.0,21027772.0,26290346.0,5860500.0,6608.0,36993.0,5382.0,7438.0,555.0
1992,宁波,2130500.0,405973.7442699528,1370565.7800397454,652101.3701782912,17.412060980959204,57.78563929729075,24.739016593090724,5404.799999999999,516.72,106.82,515.46,4.3,143.25922522605043,141.3439066538737,63.200022752929435,6.31,77.0,274044.1031013709,6050.57,20.5,2498.0,10622866.0,3055869.666666667,289616.0,43997516.0,384562.0,12836.84059962233,198354.0,119133.0,5103.0,18773.0,21027772.0,26290346.0,5860500.0,5739.5,36993.0,5382.0,6469.0,552.0
1991,宁波,1698600.0,327500.0,983900.0,387200.0,19.281,57.924,22.795,3315.0,514.16,104.55,512.5,6.01,144.55,133.24,54.59,6.31,77.0,181852.0,6050.57,20.5,2498.0,10622866.0,2181521.0,256407.0,43997516.0,258831.0,2680.0,177875.0,106961.0,5103.0,18773.0,21027772.0,26290346.0,5860500.0,4871.0,36993.0,5382.0,5162.0,549.0
1990,宁波,1414000.0,293500.0,803100.0,317400.0,20.757,56.796,22.447,2777.0,510.76,102.98,509.2,7.2,144.81,128.87,51.45,6.31,77.0,156732.0,6050.57,20.5,2498.0,10622866.0,1673540.0,211693.0,43997516.0,219947.0,2197.0,159803.0,96991.0,5103.0,18773.0,21027772.0,26290346.0,5860500.0,4872.0,36993.0,5382.0,4763.0,545.0
2022,嘉兴,67390000.0,1442146.0,37192541.0,28755313.0,2.14,55.19,42.67,121794.0,375.0,130.14,362.0,1.85,0.028,42.935,31.007,6.172,77.0,9564727.0,117155.0,2.49,6592.0,78829406.0,35503401.0,738862.0,97732536.0,27901555.0,412541.0,5964742.0,8277051.0,461927.0,1586842.0,140983851.0,132604790.0,43134368.0,65441.0,39085.0,3932.0,18185.0,891.0
2021,嘉兴,63550000.0,1321840.0,34539425.0,27701445.0,2.08,54.35,43.59,116323.0,372.0,130.14,362.0,1.85,0.028,42.935,31.007,6.172,74.0,8678435.0,117155.0,8.5,6818.0,78829406.0,35503401.0,738862.0,84605632.0,27901555.0,412541.0,6748000.0,7937224.0,389168.0,1484607.0,120667061.0,117006917.0,43134368.0,65441.0,41264.0,3818.0,18185.0,891.0
2020,嘉兴,55100000.0,1239750.0,28607920.0,25252330.0,2.25,51.92,45.83,102541.0,368.0,130.14,362.0,1.85,0.028,42.935,31.007,6.172,72.0,7758711.0,107614.0,3.45,6364.0,78829406.0,35503401.0,738862.0,68038410.0,27901555.0,412541.0,5988000.0,7121830.0,340099.0,1402850.0,100261567.0,104890408.0,43134368.0,65441.0,34966.0,4733.0,18185.0,891.0
2019,嘉兴,53700000.0,1208250.0,28928190.0,23568930.0,2.25,53.87,43.89,112751.0,364.0,130.14,362.0,1.85,0.028,42.935,31.007,6.172,71.0,6945030.0,97767.0,7.0,6452.0,78829406.0,35503401.0,738862.0,60110070.0,27901555.0,412541.0,5656945.0,7668853.0,330388.0,1310320.0,80044316.0,93184427.0,43134368.0,65441.0,27771.0,2313.0,18185.0,891.0
2018,嘉兴,48719836.0,1149788.13,26245375.65,21324672.22,2.36,53.87,43.77,103858.0,360.0,130.14,358.0,1.74,0.086,45.91,29.262,5.879,73.0,6588599.0,90342.0,7.6,5822.0,78829406.0,35503401.0,738862.0,53416070.0,27901555.0,313980.0,5185536.0,5888689.0,238688.0,1202026.0,67706905.0,81043226.0,37194671.0,65441.0,24589.0,2506.0,18185.0,891.0
2017,嘉兴,43805200.0,1246316.9609146714,23119556.47858905,19212474.41221252,2.9233897023714785,52.883254718670536,44.14406227877512,94510.0,356.0,130.14,354.0,3.63,0.039,50.29,28.806,5.724,69.0,5726639.0,82934.0,7.324999999999999,5394.0,78829406.0,35503401.0,738862.0,46820340.0,27901555.0,299452.0,4437941.0,4947026.0,202514.0,1020834.0,59738994.0,73447081.0,34063490.0,65441.0,18244.0,1850.0,18185.0,891.0
2016,嘉兴,38621104.0,1371049.192,20106146.74,17147770.18,3.55,52.06,44.4,83968.0,352.0,130.14,351.0,3.29,0.049,52.163,28.333,5.529,70.0,5165763.0,73836.0,7.05,5051.0,78829406.0,35503401.0,738862.0,42702264.0,27901555.0,269240.0,3879341.0,4421926.0,179357.0,897234.0,51852269.0,66302180.0,32455855.0,65441.0,18244.0,1850.0,18185.0,891.0
2015,嘉兴,35178068.0,1389533.686,18507181.58,15281352.74,3.95,52.61,43.44,76850.0,349.48,130.14,348.8,0.89,0.054,53.054,27.804,5.46,71.0,4778187.0,67689.0,7.0,5154.0,75693085.0,35503401.0,738862.0,40128223.0,25138180.0,268427.0,3503450.0,4241331.0,163574.0,888079.0,47183455.0,57754133.0,29492383.0,52713.0,18244.0,1850.0,18185.0,891.0
2014,嘉兴,33526045.0,1448325.144,18137590.35,13940129.51,4.32,54.1,41.58,73458.0,348.1,130.14,347.0,3.1,0.064,52.414,27.598,5.442,56.0,3347183.0,60309.6,7.52,5005.0,74637540.0,35503401.0,738862.0,38908657.0,22212077.0,249577.0,3070675.0,3349028.0,140870.0,756642.0,43931643.0,55138654.0,27015761.0,65722.0,18244.0,1850.0,18185.0,889.0
2013,嘉兴,31476636.0,1554945.818,17268082.51,12653607.67,4.94,54.86,40.2,90973.0,345.9,130.14,345.2,1.2,0.07,53.05,26.63,5.29,72.0,3879595.0,53965.71,8.89,4707.0,68936724.0,35503401.0,738862.0,35690340.0,19101518.0,220676.0,2823092.0,3033633.0,120567.0,708107.0,38600250.0,50726871.0,24382135.0,63731.0,18244.0,1850.0,17267.0,884.0
2012,嘉兴,28905730.0,1514660.252,16031117.86,11359951.89,5.24,55.46,39.3,63704.0,344.5,130.14,343.8,1.5,0.08,53.09,26.02,5.16,73.0,3512573.0,48329.29,8.7,4324.0,60399321.0,35503401.0,738862.0,31450076.0,16423109.0,178159.0,2577319.0,2607030.0,104554.0,649278.0,34195265.0,44530697.0,21444946.0,60753.0,18244.0,1850.0,16876.0,880.0
2011,嘉兴,26770874.0,1426887.584,15371835.85,9969473.478,5.33,57.42,37.24,59256.0,343.1,130.14,342.3,0.3,0.12,53.79,25.15,4.98,75.0,3230381.0,42985.78,10.6,3987.0,57633603.0,35503401.0,738862.0,27988421.0,14882661.0,172066.0,2264023.0,2406148.0,94763.0,556019.0,32127393.0,41681674.0,18804510.0,56821.0,18244.0,1850.0,16869.0,876.0
